word,vector
1261,"[0.2946808934211731,0.39331963658332825,-0.1408078372478485,-0.7605148553848267,0.1282283067703247]"
6996,"[0.008371192961931229,-0.07772102952003479,-0.04678712040185928,-0.07704170793294907,-0.05393331125378609]"
5472,"[-0.029582545161247253,0.007214213255792856,0.011094074696302414,0.054256871342659,0.07095587998628616]"
534,"[0.18378135561943054,0.13987261056900024,-0.09995916485786438,0.0447373166680336,-0.47187870740890503]"
3840,"[-0.04357634857296944,0.062300968915224075,-0.014187869615852833,0.009831512346863747,-0.07586497068405151]"
94953,"[-0.23714356124401093,-0.14253871142864227,-0.03342652693390846,-0.13440440595149994,0.1829216033220291]"
3626,"[-0.07627753168344498,-0.01599494367837906,0.06739368289709091,-0.047691866755485535,0.09583325684070587]"
176751,"[-0.2039099782705307,0.055224161595106125,-0.04994717240333557,-0.04693056270480156,0.015516205690801144]"
54372,"[0.07551530003547668,0.03410441055893898,-0.022101545706391335,0.04426049441099167,-0.02414439618587494]"
2132,"[-0.024501418694853783,-0.09353207796812057,0.028334926813840866,-0.07868348807096481,0.15267080068588257]"
149508,"[-0.22800295054912567,-0.019654570147395134,-0.10689596086740494,-0.021334489807486534,0.12102723121643066]"
87834,"[-0.138380765914917,-0.07814470678567886,0.0670241117477417,0.06017746403813362,0.02744787372648716]"
1171,"[0.23925791680812836,0.11964375525712967,-0.11816204339265823,-0.19661100208759308,0.031539544463157654]"
87304,"[-0.04742201045155525,-0.018980171531438828,0.06420911103487015,-0.10162118077278137,-0.017151417210698128]"
3165,"[0.07272081822156906,-0.054960910230875015,0.08716455847024918,-0.08409754931926727,0.0980394184589386]"
6466,"[-0.12341638654470444,-0.08527276664972305,-0.08341377228498459,0.03983967378735542,0.07777800410985947]"
4921,"[-0.0515807643532753,-0.050975263118743896,-0.07106081396341324,-0.05544011667370796,0.10590536147356033]"
955,"[0.1500847190618515,0.08619872480630875,-0.16886675357818604,-0.12634506821632385,0.006795480847358704]"
1621,"[-0.09699410945177078,0.008691128343343735,-0.07491041719913483,-0.08235877007246017,0.04237743094563484]"
1975,"[-0.029887838289141655,-0.08129390329122543,-0.09541420638561249,0.041943058371543884,0.049456171691417694]"
2013,"[0.0625591054558754,0.021147053688764572,0.09578772634267807,-0.10177607089281082,0.10570069402456284]"
103483,"[-0.047657523304224014,8.741067722439766e-05,0.04962905868887901,0.036190833896398544,-0.011931251734495163]"
593,"[0.47534215450286865,0.8820511698722839,0.013917122967541218,0.484537810087204,-1.2599401473999023]"
8804,"[0.05779055878520012,0.037313081324100494,0.04515783116221428,-0.035213127732276917,0.022864513099193573]"
7147,"[-0.4315759539604187,-0.19344761967658997,0.08631258457899094,0.10797470062971115,0.50871741771698]"
674,"[0.06082228943705559,0.02049197070300579,-0.09336914122104645,0.10336076468229294,-0.13211800158023834]"
1290,"[-0.04015371575951576,-0.020523792132735252,-0.09433814138174057,-0.137861967086792,0.02042825147509575]"
3244,"[-0.13469986617565155,0.08844496309757233,-0.024706348776817322,-0.07603515684604645,0.13350810110569]"
3580,"[0.04873443394899368,0.04978768154978752,0.09486515820026398,-0.022644497454166412,-0.07431375235319138]"
1213,"[1.186800241470337,0.7057780623435974,0.37361690402030945,-1.4558871984481812,0.15066978335380554]"
165549,"[-0.20380693674087524,-0.10111996531486511,-0.07633893936872482,-0.09010431170463562,0.09582168608903885]"
5570,"[-0.20619283616542816,-0.124673031270504,-0.011759880930185318,0.0046636322513222694,0.15975774824619293]"
6579,"[0.005661783739924431,-0.09620196372270584,-0.0038654999807476997,0.03006654605269432,0.024160977452993393]"
79057,"[-0.11492307484149933,0.05390619486570358,0.0037050535902380943,0.008126838132739067,0.08827029168605804]"
48043,"[-0.03339086100459099,-0.06021207198500633,-0.15403181314468384,0.11322323977947235,0.03130275756120682]"
1946,"[-0.07484883069992065,-0.07212138175964355,-0.06207595765590668,0.0924077183008194,0.047623585909605026]"
318,"[0.02308264747262001,0.3497733771800995,-0.7537113428115845,0.5057739019393921,-1.9493025541305542]"
45501,"[-0.07359536737203598,-0.036653440445661545,-0.06724768131971359,-0.016562746837735176,-0.045535337179899216]"
5293,"[-0.12385192513465881,-0.02575141191482544,0.06618475914001465,-0.10426110029220581,0.11104943603277206]"
47202,"[0.0741487592458725,0.017740987241268158,-0.1062314435839653,-0.004566189832985401,-0.04769901558756828]"
7940,"[-0.11183034628629684,-0.016947727650403976,-0.09901462495326996,0.04067130386829376,0.03574422746896744]"
798,"[0.15903328359127045,0.003932369872927666,0.05070381611585617,-0.005138252396136522,-0.03469495847821236]"
2736,"[-0.0742068737745285,-0.026716172695159912,0.036232542246580124,0.008836539462208748,0.1265111118555069]"
117545,"[-0.21371351182460785,-0.010279138572514057,-0.14212435483932495,-0.14134781062602997,0.017077675089240074]"
26585,"[-0.13301564753055573,0.06979622691869736,-0.12404434382915497,-0.11711006611585617,-0.02672399766743183]"
127298,"[-0.22073286771774292,-0.045038092881441116,-0.10667918622493744,-0.020657900720834732,0.03040173649787903]"
2583,"[-0.23830541968345642,0.09022873640060425,-0.05949192866683006,0.005145888775587082,0.09608151018619537]"
1082,"[0.13453465700149536,0.0999896302819252,-0.0022279301192611456,0.016733704134821892,0.03951472416520119]"
373,"[0.03909651190042496,0.09898260235786438,-0.07965687662363052,0.1338367909193039,-0.2626919150352478]"
7184,"[0.0235176719725132,-0.013725543394684792,0.08759838342666626,-0.06838527321815491,0.0364692322909832]"
3182,"[-0.018037427216768265,0.0233282633125782,0.012774506583809853,0.1424846351146698,0.18462702631950378]"
88140,"[-0.12998487055301666,0.05348113179206848,-0.04537804424762726,-0.10952633619308472,0.21029013395309448]"
27834,"[-0.33568060398101807,-0.08270303905010223,-0.07555205374956131,-0.08717142790555954,0.08675091713666916]"
6898,"[-0.022067736834287643,-0.09737969189882278,0.012686751782894135,-0.07208319753408432,0.11531596630811691]"
53000,"[-0.1845771223306656,-0.04882499575614929,-0.06383052468299866,0.07052961736917496,0.1967654973268509]"
7584,"[-0.07395727187395096,-0.0862363800406456,-0.04089747369289398,0.004397312179207802,0.06301792711019516]"
26183,"[-0.09342066198587418,-0.04894344508647919,-0.026549380272626877,0.02740621566772461,0.002681928686797619]"
4029,"[-0.20726126432418823,-0.0029289438389241695,-0.04267564043402672,0.029092855751514435,-0.07691595703363419]"
52241,"[-0.1215965673327446,-0.08140460401773453,0.0005806279368698597,0.004361678380519152,0.024701863527297974]"
8607,"[-0.200611412525177,-0.0451178103685379,-0.044092826545238495,-0.08252792805433273,0.10541779547929764]"
130976,"[-0.23850838840007782,-0.0385492704808712,-0.10982300341129303,-0.12101560831069946,0.03193067014217377]"
4285,"[-0.11309897899627686,0.08487872779369354,-0.027737051248550415,-0.07674010097980499,-0.00041245942702516913]"
116411,"[-0.0602814145386219,-0.0016586091369390488,-0.007780602667480707,-0.047247763723134995,-0.006819679401814938]"
147250,"[-0.3092232346534729,0.010074211284518242,0.01614946871995926,-0.19171562790870667,0.001643662340939045]"
110,"[-0.01020623929798603,-0.04241489619016647,-0.40618887543678284,0.1659715324640274,-1.5874043703079224]"
6539,"[-0.30945685505867004,-0.027115263044834137,0.309822142124176,0.21320673823356628,0.655569314956665]"
58295,"[0.045718561857938766,0.08929883688688278,-0.06276433169841766,-0.07657493650913239,0.06474457681179047]"
1299,"[0.10297451913356781,0.16501273214817047,-0.2246273010969162,-0.49333253502845764,0.10493636131286621]"
32009,"[0.029738927260041237,0.06890595704317093,0.07066156715154648,-0.05694622918963432,-0.030130863189697266]"
1889,"[-0.004887186922132969,-0.0649474561214447,0.03741986304521561,0.0754849761724472,0.10298439115285873]"
121171,"[-0.10800759494304657,-0.08034507185220718,-0.08430255204439163,0.025263778865337372,0.09800904244184494]"
762,"[0.03941354155540466,0.044864486902952194,-0.02603159099817276,0.029407987371087074,0.044766802340745926]"
2792,"[-0.10517533123493195,0.2182409167289734,0.03791350498795509,-0.00842202641069889,0.21052362024784088]"
2527,"[-0.24485740065574646,0.13481290638446808,-0.09478005766868591,-0.010549549013376236,0.17726486921310425]"
1771,"[-0.017643019556999207,-0.057370491325855255,0.04248373582959175,0.07713323831558228,0.03797515109181404]"
1042,"[0.44178324937820435,0.10766274482011795,0.027759872376918793,0.002859693020582199,-0.07559876143932343]"
1006,"[-0.1294039636850357,0.09688509255647659,0.058405552059412,-0.09491150826215744,-0.12666653096675873]"
91128,"[-0.18113462626934052,-0.006778673734515905,0.004457281902432442,-0.12164245545864105,0.005407103803008795]"
1711,"[-0.005067241378128529,0.0010738573037087917,0.02315540611743927,-0.16212312877178192,0.08729071915149689]"
88125,"[-0.23290474712848663,-0.2191825807094574,-0.26827457547187805,-0.2944590449333191,0.3597520887851715]"
37240,"[-0.17017625272274017,0.03715527057647705,-0.05844965577125549,-0.11854908615350723,0.11743106693029404]"
31903,"[-0.11820085346698761,-0.013328393921256065,0.044506777077913284,0.060939203947782516,0.06201126426458359]"
104374,"[-0.30242738127708435,-0.011162541806697845,-0.08383632451295853,-0.19351078569889069,0.09330788999795914]"
7225,"[-0.016858670860528946,-0.03581881895661354,0.060094498097896576,-0.014540078118443489,-0.019447583705186844]"
469,"[0.015538819134235382,-0.09682658314704895,0.08983723819255829,0.017962966114282608,0.013558016158640385]"
2318,"[-0.16893932223320007,0.1650361716747284,-0.2245163768529892,-0.12663094699382782,-0.00850191991776228]"
3076,"[-0.09649388492107391,-0.08081861585378647,0.0796433687210083,0.0010123478714376688,0.0828743502497673]"
53123,"[-0.08891686052083969,-0.10061300545930862,-0.03756944090127945,-0.027772756293416023,0.004617499653249979]"
2041,"[-0.10237076878547668,0.042842816561460495,0.014875082299113274,-0.0332801416516304,0.0339781753718853]"
1104,"[0.5447098612785339,0.26313304901123047,-0.17328199744224548,-0.3545113503932953,0.1794024258852005]"
2657,"[-0.13593690097332,0.2080048769712448,-0.17764410376548767,0.02314946986734867,0.4558427631855011]"
3273,"[-0.13534989953041077,0.10932064056396484,0.0034966187085956335,-0.005937281996011734,0.08882585167884827]"
2227,"[-0.044241566210985184,0.01566227152943611,-0.018099559471011162,0.05981908738613129,0.0006960686296224594]"
69844,"[-0.3043688237667084,-0.2633708417415619,-0.18718434870243073,0.03174562752246857,0.1663421094417572]"
2002,"[0.02215506136417389,0.12197723984718323,-0.07787422090768814,-0.04467195272445679,0.06320824474096298]"
53550,"[-0.15319864451885223,-0.12577778100967407,-0.10014684498310089,0.04475035518407822,-0.0509142130613327]"
57368,"[-0.3506348431110382,0.022238839417696,-0.09517528861761093,-0.07093747705221176,0.26001378893852234]"
89840,"[0.04262886941432953,-0.005895649082958698,0.06232474371790886,0.007158555090427399,-0.017959102988243103]"
4329,"[-0.08252691477537155,-0.010991720482707024,-0.037911880761384964,-0.12854856252670288,0.09365024417638779]"
990,"[0.03041289746761322,0.06941938400268555,-0.009215902537107468,-0.04011628031730652,0.0581420473754406]"
50613,"[-0.14248120784759521,-0.055066004395484924,-0.09869878739118576,-0.07441316545009613,-0.02290583960711956]"
3115,"[-0.1090385839343071,-0.02092679776251316,-0.10748717933893204,0.09973067790269852,0.08634116500616074]"
48877,"[-0.006482062861323357,0.06121494621038437,0.06043470278382301,-0.08095328509807587,-0.036820463836193085]"
2553,"[0.01565607637166977,0.005797304213047028,-0.04785426706075668,-0.060030996799468994,0.02934226393699646]"
31030,"[-0.058826036751270294,-0.013398956507444382,0.056713998317718506,0.017143506556749344,0.06857030838727951]"
1219,"[1.0378625392913818,0.7155388593673706,0.22141391038894653,-1.4237618446350098,0.22503791749477386]"
1221,"[0.8269253969192505,0.5888984203338623,0.2093968689441681,-1.4375559091567993,0.017491091042757034]"
3430,"[0.034533146768808365,-0.020862041041254997,0.05814564228057861,0.035019949078559875,0.0775427296757698]"
783,"[0.33941027522087097,0.15699610114097595,-0.05100250244140625,0.1935974806547165,-0.1465597301721573]"
5909,"[-0.33183062076568604,-0.10893641412258148,0.026390017941594124,-0.10349702090024948,0.11286009848117828]"
1259,"[0.5213367938995361,0.6854700446128845,-0.16191613674163818,-1.206263780593872,-0.009870695881545544]"
112138,"[-0.28397709131240845,-0.1352054625749588,-0.017923517152667046,-0.1730334758758545,0.05474766343832016]"
53578,"[-0.10043060034513474,0.07813305407762527,0.08141729980707169,0.04442869499325752,0.010010315105319023]"
5980,"[-0.10985473543405533,0.08470423519611359,-0.1089245155453682,0.033659521490335464,0.05540963262319565]"
6947,"[-0.2728118300437927,-0.08078283071517944,-0.09578697383403778,0.12248463928699493,0.294161856174469]"
4546,"[-0.13858452439308167,-0.007625762373209,0.026603499427437782,-0.11266737431287766,0.07988079637289047]"
1920,"[0.12341280281543732,0.08788185566663742,-0.12056384235620499,-0.0903540551662445,0.09435427933931351]"
8656,"[-0.1167413592338562,0.01414428185671568,-0.013522052206099033,0.0003552427515387535,-0.0822238177061081]"
2511,"[-0.09883304685354233,-0.033334776759147644,-0.05070880055427551,-0.03310074284672737,0.09603431820869446]"
176805,"[-0.20938268303871155,-0.07728441804647446,0.045565009117126465,-0.055097796022892,0.09328243136405945]"
7367,"[-0.1906784176826477,0.08140495419502258,0.04578863084316254,0.027090484276413918,-0.023081280291080475]"
101612,"[-0.1049010157585144,0.039250608533620834,-0.052042730152606964,-0.016042355448007584,0.02629360556602478]"
5540,"[-0.29938656091690063,-0.07648797333240509,0.016096098348498344,0.009039714932441711,0.05754745751619339]"
148424,"[-0.1413504034280777,-0.015915842726826668,0.00603488739579916,-0.05666619911789894,0.11215141415596008]"
3615,"[-0.15035612881183624,0.0056251282803714275,-0.16246767342090607,-0.00116720050573349,0.06841608136892319]"
89118,"[-0.025952741503715515,-0.08952339738607407,0.015874486416578293,0.013332291506230831,0.09128279983997345]"
38038,"[-0.14406177401542664,-0.015839189291000366,0.018682777881622314,-0.05331570282578468,0.1474160999059677]"
126088,"[-0.22782525420188904,-0.038506295531988144,0.02052997797727585,-0.09814859926700592,0.11699289828538895]"
1176,"[0.028205569833517075,0.08820498734712601,-0.05945334956049919,0.013730254024267197,-0.014218735508620739]"
1431,"[0.008210418745875359,-0.028376027941703796,-0.004289604257792234,0.026178836822509766,0.04538828879594803]"
4980,"[-0.12326543033123016,0.005744189955294132,0.05433287471532822,-0.018669724464416504,0.08031952381134033]"
6595,"[0.013205294497311115,0.06698408722877502,0.005650155246257782,0.08674686402082443,-0.010203124023973942]"
49530,"[-0.26230764389038086,0.016910620033740997,-0.2954220771789551,0.006625502835959196,0.21669983863830566]"
30894,"[-0.06090816482901573,0.010910049080848694,0.07787992805242538,-0.030119461938738823,0.04672688990831375]"
146656,"[-0.18710686266422272,0.030539806932210922,-0.043007656931877136,-0.15608319640159607,0.026346489787101746]"
59141,"[-0.15375736355781555,0.04279058799147606,-0.03323699161410332,-0.11804509162902832,0.1336911916732788]"
111622,"[-0.27159422636032104,-0.05254211649298668,-0.1050492450594902,-0.11878415942192078,0.09297644346952438]"
284,"[-0.07280834019184113,0.04227495566010475,0.037492889910936356,0.024059176445007324,0.026684198528528214]"
4298,"[-0.2107696533203125,0.009586704894900322,0.01353079080581665,-0.02025163173675537,0.08365260809659958]"
98585,"[0.05434262380003929,0.028706571087241173,0.06343333423137665,0.03482869267463684,-0.016094915568828583]"
32179,"[0.019780687987804413,0.04642307013273239,-0.06762327998876572,-0.021806534379720688,0.10248612612485886]"
1060,"[0.4750535488128662,0.28565725684165955,-0.19338758289813995,-0.3102564513683319,0.1434413194656372]"
4881,"[-0.2259133905172348,-0.024038100615143776,0.1156766414642334,-0.07423766702413559,0.0035013232845813036]"
59315,"[-0.33037254214286804,0.09632182866334915,-0.26073428988456726,0.30758941173553467,0.40477028489112854]"
2109,"[-0.11010651290416718,0.10032901167869568,0.047326479107141495,0.005567414686083794,0.026351941749453545]"
